INPUT:image	OUTPUT:result	CONFIDENCE:result	
/car-numbers-1/train_unlabelled/717.png	no	98.83%	
/car-numbers-1/train_unlabelled/3023.png	no	98.82%	
/car-numbers-1/train_unlabelled/4996.png	yes	99.99%	
/car-numbers-1/train_unlabelled/4591.png	no	98.94%	
/car-numbers-1/train_unlabelled/5062.png	no	98.82%	
/car-numbers-1/train_unlabelled/5072.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5655.png	no	98.82%	
/car-numbers-1/train_unlabelled/3696.png	no	99.99%	
/car-numbers-1/train_unlabelled/1932.png	yes	99.99%	
/car-numbers-1/train_unlabelled/3123.png	yes	68.93%	
/car-numbers-1/train_unlabelled/3082.png	no	98.70%	
/car-numbers-1/train_unlabelled/2988.png	no	99.83%	
/car-numbers-1/train_unlabelled/2500.png	no	98.77%	
/car-numbers-1/train_unlabelled/3869.png	no	98.77%	
/car-numbers-1/train_unlabelled/1422.png	no	98.77%	
/car-numbers-1/train_unlabelled/1322.png	no	98.77%	
/car-numbers-1/train_unlabelled/4095.png	no	98.90%	
/car-numbers-1/train_unlabelled/5825.png	no	98.94%	
/car-numbers-1/train_unlabelled/3652.png	no	98.94%	
/car-numbers-1/train_unlabelled/5341.png	no	99.39%	
/car-numbers-1/train_unlabelled/1795.png	no	98.94%	
/car-numbers-1/train_unlabelled/4346.png	no	98.94%	
/car-numbers-1/train_unlabelled/1165.png	no	99.97%	
/car-numbers-1/train_unlabelled/4616.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4754.png	no	98.83%	
/car-numbers-1/train_unlabelled/855.png	no	98.81%	
/car-numbers-1/train_unlabelled/4751.png	no	99.33%	
/car-numbers-1/train_unlabelled/1052.png	no	98.82%	
/car-numbers-1/train_unlabelled/819.png	no	99.99%	
/car-numbers-1/train_unlabelled/765.png	no	98.83%	
/car-numbers-1/train_unlabelled/5776.png	no	98.78%	
/car-numbers-1/train_unlabelled/3302.png	no	98.78%	
/car-numbers-1/train_unlabelled/4419.png	no	98.78%	
/car-numbers-1/train_unlabelled/5610.png	no	99.33%	
/car-numbers-1/train_unlabelled/1289.png	no	98.83%	
/car-numbers-1/train_unlabelled/5552.png	no	98.79%	
/car-numbers-1/train_unlabelled/5723.png	no	98.83%	
/car-numbers-1/train_unlabelled/5010.png	no	98.80%	
/car-numbers-1/train_unlabelled/2559.png	no	99.33%	
/car-numbers-1/train_unlabelled/5652.png	no	98.83%	
/car-numbers-1/train_unlabelled/5296.png	no	98.83%	
/car-numbers-1/train_unlabelled/4847.png	no	98.83%	
/car-numbers-1/train_unlabelled/1619.png	no	98.83%	
/car-numbers-1/train_unlabelled/1958.png	no	98.82%	
/car-numbers-1/train_unlabelled/4573.png	no	98.82%	
/car-numbers-1/train_unlabelled/3454.png	no	98.82%	
/car-numbers-1/train_unlabelled/2322.png	no	98.83%	
/car-numbers-1/train_unlabelled/3026.png	no	99.99%	
/car-numbers-1/train_unlabelled/3974.png	no	98.83%	
/car-numbers-1/train_unlabelled/3443.png	no	99.32%	
/car-numbers-1/train_unlabelled/2786.png	no	99.50%	
/car-numbers-1/train_unlabelled/3597.png	no	99.33%	
/car-numbers-1/train_unlabelled/2184.png	no	99.33%	
/car-numbers-1/train_unlabelled/2097.png	no	99.50%	
/car-numbers-1/train_unlabelled/2803.png	no	98.94%	
/car-numbers-1/train_unlabelled/795.png	no	98.78%	
/car-numbers-1/train_unlabelled/2454.png	no	98.83%	
/car-numbers-1/train_unlabelled/1070.png	no	98.78%	
/car-numbers-1/train_unlabelled/1356.png	no	99.14%	
/car-numbers-1/train_unlabelled/923.png	no	98.82%	
/car-numbers-1/train_unlabelled/2822.png	no	98.81%	
/car-numbers-1/train_unlabelled/4006.png	no	98.94%	
/car-numbers-1/train_unlabelled/618.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4666.png	no	98.82%	
/car-numbers-1/train_unlabelled/1600.png	no	98.06%	
/car-numbers-1/train_unlabelled/1512.png	no	98.94%	
/car-numbers-1/train_unlabelled/1532.png	no	99.14%	
/car-numbers-1/train_unlabelled/5132.png	no	98.97%	
/car-numbers-1/train_unlabelled/3113.png	no	99.14%	
/car-numbers-1/train_unlabelled/5712.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4641.png	no	99.22%	
/car-numbers-1/train_unlabelled/830.png	no	99.14%	
/car-numbers-1/train_unlabelled/4849.png	no	99.14%	
/car-numbers-1/train_unlabelled/2790.png	no	99.14%	
/car-numbers-1/train_unlabelled/5853.png	no	98.97%	
/car-numbers-1/train_unlabelled/5267.png	no	98.82%	
/car-numbers-1/train_unlabelled/812.png	no	98.77%	
/car-numbers-1/train_unlabelled/2684.png	no	98.94%	
/car-numbers-1/train_unlabelled/2575.png	no	98.83%	
/car-numbers-1/train_unlabelled/2117.png	no	99.82%	
/car-numbers-1/train_unlabelled/2915.png	yes	99.99%	
/car-numbers-1/train_unlabelled/3971.png	no	98.83%	
/car-numbers-1/train_unlabelled/2675.png	no	99.33%	
/car-numbers-1/train_unlabelled/5912.png	yes	67.35%	
/car-numbers-1/train_unlabelled/4903.png	no	98.81%	
/car-numbers-1/train_unlabelled/1018.png	no	98.83%	
/car-numbers-1/train_unlabelled/3325.png	no	98.94%	
/car-numbers-1/train_unlabelled/3825.png	no	98.83%	
/car-numbers-1/train_unlabelled/2712.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5628.png	no	98.91%	
/car-numbers-1/train_unlabelled/793.png	no	98.94%	
/car-numbers-1/train_unlabelled/4748.png	no	98.94%	
/car-numbers-1/train_unlabelled/4688.png	no	98.92%	
/car-numbers-1/train_unlabelled/5651.png	no	98.82%	
/car-numbers-1/train_unlabelled/5790.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5414.png	no	99.96%	
/car-numbers-1/train_unlabelled/1733.png	no	99.96%	
/car-numbers-1/train_unlabelled/1101.png	no	99.96%	
/car-numbers-1/train_unlabelled/4610.png	no	99.96%	
/car-numbers-1/train_unlabelled/2981.png	no	99.91%	
/car-numbers-1/train_unlabelled/1808.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5770.png	no	98.82%	
/car-numbers-1/train_unlabelled/5915.png	no	98.82%	
/car-numbers-1/train_unlabelled/889.png	no	99.33%	
/car-numbers-1/train_unlabelled/5324.png	no	98.76%	
/car-numbers-1/train_unlabelled/3360.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1705.png	no	99.99%	
/car-numbers-1/train_unlabelled/2809.png	no	98.83%	
/car-numbers-1/train_unlabelled/5889.png	no	98.83%	
/car-numbers-1/train_unlabelled/4598.png	no	98.80%	
/car-numbers-1/train_unlabelled/735.png	no	99.40%	
/car-numbers-1/train_unlabelled/931.png	no	98.96%	
/car-numbers-1/train_unlabelled/2528.png	no	99.20%	
/car-numbers-1/train_unlabelled/3843.png	no	98.97%	
/car-numbers-1/train_unlabelled/5746.png	no	98.82%	
/car-numbers-1/train_unlabelled/2265.png	no	98.82%	
/car-numbers-1/train_unlabelled/1282.png	no	99.32%	
/car-numbers-1/train_unlabelled/1472.png	no	98.82%	
/car-numbers-1/train_unlabelled/5614.png	no	98.82%	
/car-numbers-1/train_unlabelled/1213.png	no	98.74%	
/car-numbers-1/train_unlabelled/3437.png	no	98.73%	
/car-numbers-1/train_unlabelled/4706.png	no	99.32%	
/car-numbers-1/train_unlabelled/5221.png	no	99.99%	
/car-numbers-1/train_unlabelled/1875.png	no	99.33%	
/car-numbers-1/train_unlabelled/1457.png	no	99.33%	
/car-numbers-1/train_unlabelled/1024.png	yes	99.99%	
/car-numbers-1/train_unlabelled/4397.png	no	99.14%	
/car-numbers-1/train_unlabelled/4080.png	no	99.89%	
/car-numbers-1/train_unlabelled/4916.png	no	98.82%	
/car-numbers-1/train_unlabelled/5291.png	no	99.09%	
/car-numbers-1/train_unlabelled/3889.png	no	99.99%	
/car-numbers-1/train_unlabelled/4478.png	no	98.79%	
/car-numbers-1/train_unlabelled/5826.png	no	98.94%	
/car-numbers-1/train_unlabelled/1712.png	no	98.64%	
/car-numbers-1/train_unlabelled/3747.png	no	98.81%	
/car-numbers-1/train_unlabelled/3166.png	no	98.53%	
/car-numbers-1/train_unlabelled/2268.png	no	99.96%	
/car-numbers-1/train_unlabelled/5373.png	no	99.99%	
/car-numbers-1/train_unlabelled/4589.png	no	98.83%	
/car-numbers-1/train_unlabelled/2556.png	no	99.99%	
/car-numbers-1/train_unlabelled/2955.png	no	98.78%	
/car-numbers-1/train_unlabelled/4135.png	no	98.71%	
/car-numbers-1/train_unlabelled/771.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3403.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3149.png	no	98.83%	
/car-numbers-1/train_unlabelled/2492.png	no	98.77%	
/car-numbers-1/train_unlabelled/4126.png	no	98.72%	
/car-numbers-1/train_unlabelled/1797.png	no	99.93%	
/car-numbers-1/train_unlabelled/5821.png	no	98.76%	
/car-numbers-1/train_unlabelled/4637.png	no	98.83%	
/car-numbers-1/train_unlabelled/1892.png	no	99.99%	
/car-numbers-1/train_unlabelled/4090.png	no	99.99%	
/car-numbers-1/train_unlabelled/3408.png	no	99.13%	
/car-numbers-1/train_unlabelled/2512.png	no	99.09%	
/car-numbers-1/train_unlabelled/3879.png	no	99.13%	
/car-numbers-1/train_unlabelled/2674.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1988.png	no	98.82%	
/car-numbers-1/train_unlabelled/5811.png	no	98.75%	
/car-numbers-1/train_unlabelled/3033.png	no	98.77%	
/car-numbers-1/train_unlabelled/3693.png	no	98.72%	
/car-numbers-1/train_unlabelled/1692.png	no	98.72%	
/car-numbers-1/train_unlabelled/5479.png	no	99.29%	
/car-numbers-1/train_unlabelled/1244.png	no	98.83%	
/car-numbers-1/train_unlabelled/5524.png	no	98.83%	
/car-numbers-1/train_unlabelled/3316.png	no	99.97%	
/car-numbers-1/train_unlabelled/1464.png	no	98.78%	
/car-numbers-1/train_unlabelled/4668.png	no	98.78%	
/car-numbers-1/train_unlabelled/3669.png	no	98.74%	
/car-numbers-1/train_unlabelled/3091.png	no	98.78%	
/car-numbers-1/train_unlabelled/4936.png	no	98.93%	
/car-numbers-1/train_unlabelled/1009.png	no	98.81%	
/car-numbers-1/train_unlabelled/4851.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4367.png	no	98.82%	
/car-numbers-1/train_unlabelled/4500.png	no	99.99%	
/car-numbers-1/train_unlabelled/3346.png	no	98.94%	
/car-numbers-1/train_unlabelled/743.png	no	98.94%	
/car-numbers-1/train_unlabelled/5664.png	no	99.99%	
/car-numbers-1/train_unlabelled/4838.png	no	98.83%	
/car-numbers-1/train_unlabelled/5497.png	no	98.83%	
/car-numbers-1/train_unlabelled/2505.png	no	98.82%	
/car-numbers-1/train_unlabelled/3508.png	no	99.99%	
/car-numbers-1/train_unlabelled/3832.png	no	98.94%	
/car-numbers-1/train_unlabelled/3002.png	no	99.99%	
/car-numbers-1/train_unlabelled/3562.png	no	99.39%	
/car-numbers-1/train_unlabelled/5109.png	no	98.93%	
/car-numbers-1/train_unlabelled/5545.png	no	98.94%	
/car-numbers-1/train_unlabelled/3112.png	no	99.98%	
/car-numbers-1/train_unlabelled/5042.png	no	98.83%	
/car-numbers-1/train_unlabelled/3480.png	no	98.83%	
/car-numbers-1/train_unlabelled/1872.png	yes	100.00%	
/car-numbers-1/train_unlabelled/921.png	no	84.52%	
/car-numbers-1/train_unlabelled/1771.png	no	98.80%	
/car-numbers-1/train_unlabelled/3944.png	no	99.98%	
/car-numbers-1/train_unlabelled/3775.png	no	99.32%	
/car-numbers-1/train_unlabelled/1561.png	no	99.90%	
/car-numbers-1/train_unlabelled/1245.png	no	99.99%	
/car-numbers-1/train_unlabelled/5290.png	no	99.99%	
/car-numbers-1/train_unlabelled/1838.png	no	99.32%	
/car-numbers-1/train_unlabelled/1328.png	no	98.83%	
/car-numbers-1/train_unlabelled/4510.png	no	98.83%	
/car-numbers-1/train_unlabelled/5656.png	no	98.82%	
/car-numbers-1/train_unlabelled/1639.png	no	98.82%	
/car-numbers-1/train_unlabelled/5828.png	no	99.99%	
/car-numbers-1/train_unlabelled/5613.png	no	99.99%	
/car-numbers-1/train_unlabelled/3355.png	no	99.33%	
/car-numbers-1/train_unlabelled/1287.png	no	99.32%	
/car-numbers-1/train_unlabelled/2519.png	no	99.32%	
/car-numbers-1/train_unlabelled/2907.png	no	99.33%	
/car-numbers-1/train_unlabelled/3877.png	no	98.82%	
/car-numbers-1/train_unlabelled/3239.png	no	98.81%	
/car-numbers-1/train_unlabelled/4354.png	no	98.82%	
/car-numbers-1/train_unlabelled/4853.png	no	98.83%	
/car-numbers-1/train_unlabelled/4654.png	no	98.83%	
/car-numbers-1/train_unlabelled/4924.png	no	98.82%	
/car-numbers-1/train_unlabelled/4160.png	no	98.77%	
/car-numbers-1/train_unlabelled/5129.png	no	98.83%	
/car-numbers-1/train_unlabelled/5734.png	no	98.81%	
/car-numbers-1/train_unlabelled/3769.png	no	98.83%	
/car-numbers-1/train_unlabelled/3781.png	no	98.83%	
/car-numbers-1/train_unlabelled/4107.png	no	99.87%	
/car-numbers-1/train_unlabelled/3679.png	no	99.99%	
/car-numbers-1/train_unlabelled/2612.png	no	99.99%	
/car-numbers-1/train_unlabelled/3648.png	no	99.99%	
/car-numbers-1/train_unlabelled/4775.png	no	99.99%	
/car-numbers-1/train_unlabelled/1618.png	no	99.99%	
/car-numbers-1/train_unlabelled/2719.png	no	98.94%	
/car-numbers-1/train_unlabelled/2346.png	no	98.94%	
/car-numbers-1/train_unlabelled/3902.png	no	98.91%	
/car-numbers-1/train_unlabelled/2665.png	no	98.76%	
/car-numbers-1/train_unlabelled/1586.png	yes	100.00%	
/car-numbers-1/train_unlabelled/5289.png	no	99.13%	
/car-numbers-1/train_unlabelled/4584.png	no	99.33%	
/car-numbers-1/train_unlabelled/3029.png	no	98.80%	
/car-numbers-1/train_unlabelled/5438.png	no	99.99%	
/car-numbers-1/train_unlabelled/3374.png	no	99.90%	
/car-numbers-1/train_unlabelled/4445.png	no	99.13%	
/car-numbers-1/train_unlabelled/4520.png	no	98.82%	
/car-numbers-1/train_unlabelled/5485.png	yes	99.99%	
/car-numbers-1/train_unlabelled/5496.png	no	99.99%	
/car-numbers-1/train_unlabelled/5635.png	no	99.14%	
/car-numbers-1/train_unlabelled/5816.png	no	98.83%	
/car-numbers-1/train_unlabelled/1387.png	no	99.99%	
/car-numbers-1/train_unlabelled/2949.png	no	98.83%	
/car-numbers-1/train_unlabelled/1778.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4428.png	no	98.74%	
/car-numbers-1/train_unlabelled/1439.png	no	99.99%	
/car-numbers-1/train_unlabelled/3739.png	no	98.90%	
/car-numbers-1/train_unlabelled/4907.png	no	99.22%	
/car-numbers-1/train_unlabelled/4263.png	no	99.22%	
/car-numbers-1/train_unlabelled/4041.png	no	99.97%	
/car-numbers-1/train_unlabelled/742.png	no	99.11%	
/car-numbers-1/train_unlabelled/724.png	no	99.13%	
/car-numbers-1/train_unlabelled/2851.png	no	99.99%	
/car-numbers-1/train_unlabelled/3177.png	no	99.99%	
/car-numbers-1/train_unlabelled/1068.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4684.png	yes	99.99%	
/car-numbers-1/train_unlabelled/1911.png	no	99.99%	
/car-numbers-1/train_unlabelled/3963.png	no	98.80%	
/car-numbers-1/train_unlabelled/1546.png	no	98.81%	
/car-numbers-1/train_unlabelled/5536.png	no	98.83%	
/car-numbers-1/train_unlabelled/3209.png	no	98.82%	
/car-numbers-1/train_unlabelled/1979.png	no	99.97%	
/car-numbers-1/train_unlabelled/5677.png	no	98.83%	
/car-numbers-1/train_unlabelled/2787.png	no	99.23%	
/car-numbers-1/train_unlabelled/4544.png	no	99.99%	
/car-numbers-1/train_unlabelled/5118.png	no	99.99%	
/car-numbers-1/train_unlabelled/1179.png	no	98.96%	
/car-numbers-1/train_unlabelled/1655.png	no	99.99%	
/car-numbers-1/train_unlabelled/2371.png	no	98.96%	
/car-numbers-1/train_unlabelled/2267.png	no	99.99%	
/car-numbers-1/train_unlabelled/5284.png	no	99.99%	
/car-numbers-1/train_unlabelled/3148.png	no	99.33%	
/car-numbers-1/train_unlabelled/2902.png	no	99.32%	
/car-numbers-1/train_unlabelled/2109.png	no	98.78%	
/car-numbers-1/train_unlabelled/635.png	no	98.78%	
/car-numbers-1/train_unlabelled/1614.png	no	99.99%	
/car-numbers-1/train_unlabelled/3996.png	no	98.77%	
/car-numbers-1/train_unlabelled/5032.png	no	99.33%	
/car-numbers-1/train_unlabelled/736.png	no	99.99%	
/car-numbers-1/train_unlabelled/613.png	no	99.99%	
/car-numbers-1/train_unlabelled/815.png	no	99.99%	
/car-numbers-1/train_unlabelled/1401.png	no	99.99%	
/car-numbers-1/train_unlabelled/3037.png	no	99.32%	
/car-numbers-1/train_unlabelled/5238.png	no	99.30%	
/car-numbers-1/train_unlabelled/3543.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2592.png	no	99.39%	
/car-numbers-1/train_unlabelled/5505.png	no	99.99%	
/car-numbers-1/train_unlabelled/5519.png	no	99.29%	
/car-numbers-1/train_unlabelled/2724.png	no	99.23%	
/car-numbers-1/train_unlabelled/4981.png	no	99.99%	
/car-numbers-1/train_unlabelled/5795.png	no	99.31%	
/car-numbers-1/train_unlabelled/2362.png	no	99.23%	
/car-numbers-1/train_unlabelled/783.png	no	99.99%	
/car-numbers-1/train_unlabelled/1535.png	no	99.99%	
/car-numbers-1/train_unlabelled/2692.png	no	98.97%	
/car-numbers-1/train_unlabelled/4009.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2987.png	no	98.78%	
/car-numbers-1/train_unlabelled/2465.png	no	99.99%	
/car-numbers-1/train_unlabelled/5875.png	no	98.79%	
/car-numbers-1/train_unlabelled/1327.png	no	98.77%	
/car-numbers-1/train_unlabelled/1626.png	no	98.80%	
/car-numbers-1/train_unlabelled/886.png	no	98.81%	
/car-numbers-1/train_unlabelled/5277.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3612.png	no	99.99%	
/car-numbers-1/train_unlabelled/4799.png	no	99.99%	
/car-numbers-1/train_unlabelled/4432.png	no	62.80%	
/car-numbers-1/train_unlabelled/1392.png	no	99.99%	
/car-numbers-1/train_unlabelled/3516.png	no	99.99%	
/car-numbers-1/train_unlabelled/5135.png	no	99.99%	
/car-numbers-1/train_unlabelled/1381.png	yes	100.00%	
/car-numbers-1/train_unlabelled/706.png	no	98.83%	
/car-numbers-1/train_unlabelled/5320.png	yes	100.00%	
/car-numbers-1/train_unlabelled/1764.png	no	98.83%	
/car-numbers-1/train_unlabelled/5321.png	no	99.14%	
/car-numbers-1/train_unlabelled/3810.png	no	98.83%	
/car-numbers-1/train_unlabelled/2373.png	no	98.83%	
/car-numbers-1/train_unlabelled/1079.png	no	99.96%	
/car-numbers-1/train_unlabelled/2284.png	no	99.99%	
/car-numbers-1/train_unlabelled/3800.png	yes	100.00%	
/car-numbers-1/train_unlabelled/843.png	no	98.89%	
/car-numbers-1/train_unlabelled/5253.png	no	98.89%	
/car-numbers-1/train_unlabelled/1414.png	no	98.77%	
/car-numbers-1/train_unlabelled/1326.png	no	98.77%	
/car-numbers-1/train_unlabelled/2229.png	no	98.76%	
/car-numbers-1/train_unlabelled/2070.png	no	99.99%	
/car-numbers-1/train_unlabelled/1226.png	no	99.99%	
/car-numbers-1/train_unlabelled/3552.png	no	99.11%	
/car-numbers-1/train_unlabelled/4933.png	no	98.93%	
/car-numbers-1/train_unlabelled/2533.png	no	99.95%	
/car-numbers-1/train_unlabelled/1168.png	no	98.57%	
/car-numbers-1/train_unlabelled/2956.png	no	99.99%	
/car-numbers-1/train_unlabelled/666.png	no	99.99%	
/car-numbers-1/train_unlabelled/5802.png	no	98.50%	
/car-numbers-1/train_unlabelled/4793.png	no	99.99%	
/car-numbers-1/train_unlabelled/4124.png	no	99.90%	
/car-numbers-1/train_unlabelled/2458.png	no	98.79%	
/car-numbers-1/train_unlabelled/5216.png	no	99.13%	
/car-numbers-1/train_unlabelled/3184.png	no	98.79%	
/car-numbers-1/train_unlabelled/2723.png	no	99.67%	
/car-numbers-1/train_unlabelled/4800.png	no	99.99%	
/car-numbers-1/train_unlabelled/2681.png	no	99.38%	
/car-numbers-1/train_unlabelled/3931.png	no	99.92%	
/car-numbers-1/train_unlabelled/4702.png	no	99.99%	
/car-numbers-1/train_unlabelled/3489.png	no	99.33%	
/car-numbers-1/train_unlabelled/842.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4405.png	no	99.34%	
/car-numbers-1/train_unlabelled/3820.png	no	99.95%	
/car-numbers-1/train_unlabelled/3792.png	no	99.40%	
/car-numbers-1/train_unlabelled/5782.png	no	98.82%	
/car-numbers-1/train_unlabelled/2036.png	no	98.79%	
/car-numbers-1/train_unlabelled/4660.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2705.png	no	61.54%	
/car-numbers-1/train_unlabelled/1668.png	no	99.99%	
/car-numbers-1/train_unlabelled/2477.png	no	99.99%	
/car-numbers-1/train_unlabelled/5057.png	no	99.34%	
/car-numbers-1/train_unlabelled/2449.png	no	99.29%	
/car-numbers-1/train_unlabelled/5304.png	no	99.48%	
/car-numbers-1/train_unlabelled/679.png	no	99.13%	
/car-numbers-1/train_unlabelled/597.png	no	99.96%	
/car-numbers-1/train_unlabelled/644.png	no	98.80%	
/car-numbers-1/train_unlabelled/1358.png	no	98.79%	
/car-numbers-1/train_unlabelled/1821.png	no	99.95%	
/car-numbers-1/train_unlabelled/5322.png	no	98.83%	
/car-numbers-1/train_unlabelled/3365.png	no	98.82%	
/car-numbers-1/train_unlabelled/3589.png	yes	99.99%	
/car-numbers-1/train_unlabelled/2136.png	no	98.94%	
/car-numbers-1/train_unlabelled/4822.png	no	98.83%	
/car-numbers-1/train_unlabelled/1906.png	no	99.32%	
/car-numbers-1/train_unlabelled/1760.png	no	98.81%	
/car-numbers-1/train_unlabelled/1648.png	no	99.33%	
/car-numbers-1/train_unlabelled/2670.png	no	99.97%	
/car-numbers-1/train_unlabelled/2260.png	no	99.29%	
/car-numbers-1/train_unlabelled/1522.png	no	98.81%	
/car-numbers-1/train_unlabelled/3934.png	no	99.95%	
/car-numbers-1/train_unlabelled/1549.png	no	98.82%	
/car-numbers-1/train_unlabelled/2432.png	no	98.83%	
/car-numbers-1/train_unlabelled/5148.png	no	98.83%	
/car-numbers-1/train_unlabelled/2649.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4758.png	no	98.83%	
/car-numbers-1/train_unlabelled/4627.png	no	99.95%	
/car-numbers-1/train_unlabelled/1814.png	no	99.99%	
/car-numbers-1/train_unlabelled/5401.png	no	98.82%	
/car-numbers-1/train_unlabelled/4538.png	no	98.83%	
/car-numbers-1/train_unlabelled/4154.png	no	98.83%	
/car-numbers-1/train_unlabelled/1127.png	no	98.83%	
/car-numbers-1/train_unlabelled/5682.png	no	98.83%	
/car-numbers-1/train_unlabelled/2837.png	no	99.99%	
/car-numbers-1/train_unlabelled/4353.png	no	99.23%	
/car-numbers-1/train_unlabelled/5177.png	no	98.83%	
/car-numbers-1/train_unlabelled/1169.png	no	99.99%	
/car-numbers-1/train_unlabelled/2582.png	no	98.83%	
/car-numbers-1/train_unlabelled/650.png	no	99.23%	
/car-numbers-1/train_unlabelled/861.png	no	98.83%	
/car-numbers-1/train_unlabelled/3369.png	no	99.23%	
/car-numbers-1/train_unlabelled/4211.png	no	98.82%	
/car-numbers-1/train_unlabelled/1212.png	no	98.82%	
/car-numbers-1/train_unlabelled/3864.png	no	99.23%	
/car-numbers-1/train_unlabelled/5578.png	no	98.94%	
/car-numbers-1/train_unlabelled/2585.png	no	99.23%	
/car-numbers-1/train_unlabelled/3351.png	no	98.94%	
/car-numbers-1/train_unlabelled/1359.png	no	98.94%	
/car-numbers-1/train_unlabelled/3016.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2482.png	no	98.77%	
/car-numbers-1/train_unlabelled/3756.png	no	99.42%	
/car-numbers-1/train_unlabelled/711.png	no	99.23%	
/car-numbers-1/train_unlabelled/3220.png	no	99.23%	
/car-numbers-1/train_unlabelled/2464.png	no	99.99%	
/car-numbers-1/train_unlabelled/1533.png	yes	99.99%	
/car-numbers-1/train_unlabelled/5757.png	no	98.83%	
/car-numbers-1/train_unlabelled/2178.png	no	98.93%	
/car-numbers-1/train_unlabelled/948.png	no	98.92%	
/car-numbers-1/train_unlabelled/5566.png	no	99.47%	
/car-numbers-1/train_unlabelled/1435.png	no	99.99%	
/car-numbers-1/train_unlabelled/4348.png	no	99.99%	
/car-numbers-1/train_unlabelled/3175.png	no	98.77%	
/car-numbers-1/train_unlabelled/1394.png	no	99.96%	
/car-numbers-1/train_unlabelled/1119.png	no	98.73%	
/car-numbers-1/train_unlabelled/3811.png	no	98.83%	
/car-numbers-1/train_unlabelled/5094.png	no	98.74%	
/car-numbers-1/train_unlabelled/2513.png	yes	100.00%	
/car-numbers-1/train_unlabelled/4351.png	no	99.99%	
/car-numbers-1/train_unlabelled/2972.png	no	98.83%	
/car-numbers-1/train_unlabelled/3117.png	no	98.83%	
/car-numbers-1/train_unlabelled/2034.png	no	98.77%	
/car-numbers-1/train_unlabelled/3124.png	no	98.80%	
/car-numbers-1/train_unlabelled/5620.png	no	98.74%	
/car-numbers-1/train_unlabelled/3021.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3966.png	no	98.79%	
/car-numbers-1/train_unlabelled/2700.png	no	98.80%	
/car-numbers-1/train_unlabelled/5071.png	no	99.39%	
/car-numbers-1/train_unlabelled/3445.png	no	99.33%	
/car-numbers-1/train_unlabelled/2889.png	no	99.98%	
/car-numbers-1/train_unlabelled/1765.png	no	99.99%	
/car-numbers-1/train_unlabelled/4511.png	no	99.98%	
/car-numbers-1/train_unlabelled/5687.png	no	99.40%	
/car-numbers-1/train_unlabelled/1553.png	no	99.41%	
/car-numbers-1/train_unlabelled/3287.png	no	99.99%	
/car-numbers-1/train_unlabelled/772.png	no	99.42%	
/car-numbers-1/train_unlabelled/2058.png	no	99.97%	
/car-numbers-1/train_unlabelled/1505.png	no	98.78%	
/car-numbers-1/train_unlabelled/2671.png	no	99.98%	
/car-numbers-1/train_unlabelled/872.png	no	99.97%	
/car-numbers-1/train_unlabelled/1826.png	yes	99.99%	
/car-numbers-1/train_unlabelled/610.png	yes	100.00%	
/car-numbers-1/train_unlabelled/2328.png	no	99.99%	
/car-numbers-1/train_unlabelled/4146.png	no	99.99%	
/car-numbers-1/train_unlabelled/1028.png	no	99.99%	
/car-numbers-1/train_unlabelled/2276.png	no	98.75%	
/car-numbers-1/train_unlabelled/2263.png	no	98.83%	
/car-numbers-1/train_unlabelled/3086.png	no	99.33%	
/car-numbers-1/train_unlabelled/4378.png	no	99.33%	
/car-numbers-1/train_unlabelled/4396.png	no	98.81%	
/car-numbers-1/train_unlabelled/3257.png	yes	99.99%	
/car-numbers-1/train_unlabelled/1121.png	no	99.99%	
/car-numbers-1/train_unlabelled/5836.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3733.png	no	99.99%	
/car-numbers-1/train_unlabelled/5460.png	no	98.81%	
/car-numbers-1/train_unlabelled/4964.png	no	98.81%	
/car-numbers-1/train_unlabelled/1410.png	no	98.94%	
/car-numbers-1/train_unlabelled/4678.png	yes	100.00%	
/car-numbers-1/train_unlabelled/3767.png	no	99.33%	
/car-numbers-1/train_unlabelled/5673.png	no	99.99%	
/car-numbers-1/train_unlabelled/2459.png	no	98.80%	
/car-numbers-1/train_unlabelled/1275.png	no	98.83%	
/car-numbers-1/train_unlabelled/2389.png	no	98.83%	
